posted_date,author_name,author_headline,author_type,is_repost,likes,comments,reposts,total_engagement,summary,post_text,post_url
2026-09-14,Reilly Hawkins,Forward Deployed Engineer,person,no,48,1,1,50,Forward Deployed Engineer Reilly Hawkins invites attendees to discuss Agentforce and AI or grab a coffee chat during Dreamforce week.,"Dreamforce has officially arrived and there is a LOT of awesome stuff being unveiled this week.

Stop by to talk anything and everything Agentforce and AI, or shoot me a message if you want to find some time for a coffee chat throughout the week! 😎",https://www.linkedin.com/posts/reilly-hawkins_dreamforce-has-officially-arrived-and-there-activity-7505303313181995008-CVur
2026-09-14,"David ""DC"" Covey ☁","Girl Dad 3x | Technical GTM Leader | Applied AI, Data & Integration @ Salesforce | Agentforce World Tour, TrailblazerDX, Dreamforce Speaker",person,no,20,1,1,22,"Salesforce's David Covey previews the Data Foundation Keynote and reunites with his former ""Krew"" Solution Engineering team, naming Aarti Singla, Andrew Begley, Carly Basch, Humaira Farooqui, Jag Jasani, Kieran DeFilippis, and Victor Archela.","Dreamforce is HERE! The countdown is over.

The irony of this particular post is not lost on me considering my last two… and I really am stoked about our Data Foundation Keynote this week, along with all the product releases we are announcing. Seriously, don’t miss it.

But the cool new tech is only a part of the reason we all love Dreamforce. And maybe even a relatively small part of it.

It is the time that Dreamforce gives us reconnect with good friends, awesome customers, and incredible colleagues.

At a demo booth,

Sitting a table in the Campground,

Between sessions in the hallways,

In queue before the Keynotes.

Conversations, connections, and reunions happen in every nook and cranny of the #Dreamforce Campus.

I have one of these #reunions this week.

From early 2019 through late 2020, I was a Solution Engineer here at Salesforce on a team we called the Krew.

A funny, eclectic, unusually close group with unique talent, exceptionally good at their craft. Exceptionally.

The kind of team you only really appreciate once you've been on a few others.

This week, I’ll be having lunch with almost all of the original Krew,

One of many we’ve had together over the years.

And here's the coolest part,

Five of the eight Krew went on to become Solution leaders here at Salesforce - Aarti Singla, Andrew Begley, Carly Basch, Humaira Farooqui, and me.

Jag Jasani, Kieran DeFilippis, and Victor Archela, MSc stayed the course (so far!) as outstanding Engineers and are solving problems for customers that most of us would struggle to define.

The Krew knew we had something special and its great to see time prove us right.

The technology is why we all show up.

It brought the Krew here to #Salesforce years ago.

It brought us here to Dreamforce this week.

But its the problems we solve and the people we do it with that make it worth it.",https://www.linkedin.com/posts/activity-7505303843887312896-H_--
2026-09-14,Holly Simmons,,person,no,29,3,0,32,Holly Simmons invites Outreach customers to book meetings via a linked signup and join Wednesday's takeover of Joyride Pizza.,"Can't wait to spend time with our Outreach customers at Dreamforce!  DM me if you would like to meet or sign up now for a time here:  https://lnkd.in/gPN6dF7U

And join us on Wednesday for our takeover of Joyride Pizza (on the back side of the convention center)!",https://www.linkedin.com/posts/hollysimmons_cant-wait-to-spend-time-with-our-outreach-activity-7505306888520110080-qVt9
2026-09-14,PandaDoc,,company,no,12,0,0,12,"PandaDoc promotes its Dreamforce booth 518, offering live demos, swag, and a photo wall.","Dreamforce starts tomorrow and we're ready! ☁️

Find us at booth 518! We've got live demos, good swag, and a photo wall waiting for you. 

Come say hi!

#DF26 #Dreamforce",https://www.linkedin.com/posts/pandadoc_df26-dreamforce-activity-7505308166335696896-pjxC
2026-09-14,Sama Zaki,PM @ Salesforce AI Labs,person,no,54,2,3,59,"Salesforce AI Labs PM Sama Zaki announces the Systems Integration Agent, which learns browser-based apps like SAP, Oracle, and homegrown systems like a new employee.","After many months of work, we are excited to announce the Systems Integration Agent this week at Dreamforce 🚀

“One thing has restricted the true potential of automated operations in almost every company: integration… Systems Integration Agent works on any browser-based application, including the customized SAP, Oracle, and homegrown systems. It learns an application the way a new employee would, by working through it in a secure copy of your environment.”

https://lnkd.in/gHZ4TQTT",https://www.linkedin.com/posts/sama-zaki_your-business-processes-are-ready-for-their-activity-7505308765785628672-OnnQ
2026-09-14,Dina Apostolou,CMO of Sales Cloud at Salesforce,person,no,88,7,2,97,Sales Cloud CMO Dina Apostolou shares a prioritized list of must-attend Dreamforce sessions and advice for navigating the event.,"Dreamforce is overwhelming. Here's what I'd actually prioritize.
Sessions to not miss and a little advice.
#DF26",https://www.linkedin.com/posts/dinaapostolou_df26-activity-7505311368837931010--xKF
2026-09-14,Carlos Ali,"Revenue Cloud (ARM), CPQ, and Communications Cloud Leader",person,no,26,4,0,30,"Slalom's Carlos Ali invites attendees to find Slalom's sessions, events, and booth, and mentions he is hiring.","Dreamforce week is here!! 

Looking forward to connecting with customers, partners, colleagues, and old friends around what’s next for Salesforce, AI, and the future of work.

If you’re attending, come find Slalom at our sessions, events, or booth: https://lnkd.in/eqPp95Hf 

I'm also hiring so let's chat!",https://www.linkedin.com/posts/carlosali_dreamforce-week-is-here-looking-forward-activity-7505313526438092802-bi_f
2026-09-14,Shannon O'Horo (Milner),"Solution Engineering @ Qualified, from Salesforce",person,yes,49,8,0,57,"Qualified's Shannon O'Horo announces she'll present twice alongside Ryan Teasell, her former SDR mentor now managing Qualified's AI SDR Piper.","What a dream (no pun intended)! I remember earlier in my career hoping to one day get to go to Dreamforce. Fast forward to this week, I get to take stage with Ryan Teasell not once but TWICE! 

Fun fact: Ryan was my onboarding mentor as an SDR nearly seven years ago and now he is managing Qualified (Acquired by Salesforce)’s AI SDR, Piper. A real full circle moment. Come learn how Ryan is managing Piper to maximize ROI from events and see a demo from yours truly. Details below⬇️",https://www.linkedin.com/posts/shannon-ohoro_salesforce-claudeforce-piper-activity-7505316535284944896-_1OX
2026-09-14,David Carnes,"CEO at OpFocus, Author, Salesforce MVP",person,no,52,1,1,54,OpFocus CEO David Carnes reports the Salesforce MVP Unconference is underway at Salesforce Tower in San Francisco.,The Salesforce MVP Unconference is under way at the Salesforce Tower in SF! So nice to see everyone! #DF26,https://www.linkedin.com/posts/davidpcarnes3_df26-activity-7505320274213634048-Usoo
2026-09-14,i2 Health Advisors,93 followers,company,no,10,0,2,12,"i2 Health Advisors argues Agentforce Health depends on the person-centric member data model, citing practice lead Andrea Gregorka's case for getting data right first.","Everyone at Dreamforce this week will be talking about Agentforce. We think that's exactly right, but we'd add one thing to the conversation.

Agentforce is only as good as what it's built on. For health plans, that foundation is the person-centric member record, the core of what Salesforce now calls Agentforce Health (formerly Health Cloud).

Our Salesforce practice lead, Andrea Gregorka, makes the case that plans getting the most out of their AI investment are the ones who got the data model right first. It's not AI or the data. It's AI because of the data.

Read more here → https://lnkd.in/egmu8hTu

We'll be at Dreamforce this week. If your Agentforce Health investment isn't delivering what you expected, that's a good conversation to have in person.",https://www.linkedin.com/posts/i2health_everyone-at-dreamforce-this-week-will-be-activity-7505320988918652928-Cpma
2026-09-14,Leah Bettis,Leading Healthcare Solution Engineers at Salesforce,person,yes,19,1,0,20,Salesforce's Leah Bettis says Dreamforce lets her team experience healthcare innovation with customers and looks forward to seeing Healthcare partners there.,"The best part of Dreamforce is experiencing innovation firsthand alongside our customers.

And in Healthcare, that innovation means so much more. It means removing friction from a system that desperately needs it, creating better experiences for patients and care teams, and ultimately driving better outcomes.

That’s what makes this week so powerful—the opportunity to imagine what’s possible, together, and turn it into real change.

Can’t wait to see our Healthcare customers, partners, and teams at Dreamforce. See you there!",https://www.linkedin.com/posts/leahbettis_i-just-got-a-peek-at-the-dreamforce-campground-activity-7505321774130262016-ujpK
2026-09-14,Dan Ahmadi,,person,yes,10,0,0,10,Dan Ahmadi calls a linked resource critical for Dreamforce attendees to know where to invest their time.,If you're going to Dreamforce this week -- this is a critical resource! Know exactly where to invest your time!,https://www.linkedin.com/posts/dahmadi_all-the-dreamforce-side-events-in-one-place-activity-7505324230251794432-9i6F
2026-09-14,Denise Jones,Partnering with global organizations to drive digital transformation — powered by agentic intelligence that scales with their ambition.,person,no,0,0,0,0,Denise Jones announces that Jeremy Renner will speak at Dreamforce about his accident recovery and the Rennervation Foundation supporting foster and at-risk youth.,"Blockbuster stardom. A near-fatal accident. A new sense of purpose.

Jeremy Renner is coming to Dreamforce to share his journey of resilience, recovery, and giving back through the 
Rennervation Foundation, which supports children in foster care and at-risk youth.",https://www.linkedin.com/posts/deniseljones_blockbuster-stardom-a-near-fatal-accident-activity-7505324775725092864-ka3D
2026-09-14,Nick Dobbins,VP Solutions Engineering | Field CTO | Unlocking the Full Potential of the Agentic Enterprise with Trusted Context,person,no,62,10,7,79,"Nick Dobbins, VP Solutions Engineering, shares an article outlining three architecture principles for agentic AI drawn from Informatica World talks, previewing his Dreamforce discussions.","Every architect knows the hardest builds aren't on empty land. They're built around decades of existing systems, dependencies, and constraints. The agentic enterprise is no different.

Organizations are racing to deploy agentic AI, but the projects that last will depend on something less visible: the architecture behind it.

In my latest article, I break down three principles that form the foundation of every successful AI project. They came out of conversations with architects at Informatica World, and they're the same questions I'll be digging into at Dreamforce next week.

What are you building your data foundation on?",https://www.linkedin.com/posts/nick-dobbins-guiding-data-modernization-with-responsible-ai_every-architect-knows-the-hardest-builds-activity-7505324895401136128-Em1n
2026-09-14,Scott Billows,I’m excited to share Belmar’s growth journey with you.,person,no,26,4,0,30,Scott Billows says Belmar's Dreamforce planning is complete and he's heading to San Francisco for DF26.,"All the Dreamforce planning is complete. Off to San Francisco we go. 
Excited to see all the Salesforce has in store for DF26 👀",https://www.linkedin.com/posts/scottbillows_all-the-dreamforce-planning-is-complete-activity-7505326251159515137-gkN7
2026-09-14,"Kurt Iobst, CPACC",Public Speaker | Accessibility Evangelist | 7X Salesforce Certified,person,no,69,10,0,79,"Kurt Iobst, an accessibility evangelist, says he's wearing his DFKicks (or white Air Max 90s) at Dreamforce so people can spot him and say hello.","It’s #Dreamforce time again folks! As always, gotta show off the #DFKicks so that we can find each other. If you see these (or all white Air Max 90s) on a guy who looks like me, it’s probably me. Come say hello! 

Have a fantastic #DF26 y’all!",https://www.linkedin.com/posts/kurtiobst_dreamforce-dfkicks-df26-activity-7505326845232316416-1YG1
2026-09-14,Nate Skinner,"Chief Marketing & Growth Officer (CMO/CGO) | Go-to-Market Strategy | Board Director & Advisor | Mentor, Endeavor.org | Executive Member, Pavilion | ex Salesforce, AWS, Oracle",person,no,70,16,0,86,"Nate Skinner recalls attending his first Dreamforce in 2009, before the iPhone and social media era, and calls DF26 the most pivotal one he's seen.","My first Dreamforce was 2009. 
That was before Social Media went mainstream, before iPhone went mainstream, before iPad was launched, and way before anything like AI was mainstream. At that time we still had the “No Software” bug on our signage because “Cloud Computing” was still new for many. 

Of all the Dreamforce’s I’ve seen, DF26 is sure to be the most pivotal of them all. 

Wishing all my friends and former colleagues Salesforce an amazing Dreamforce 2026 week!",https://www.linkedin.com/posts/nateskinner_my-first-dreamforce-was-2009-that-was-before-activity-7505329635996471297-YHz1
2026-09-14,Yvette Salazar,Human-Centered Tech & Business Strategy | Project Management | Relationship-Driven Leadership | CRM Design | DEI Champion,person,no,7,2,0,9,"Yvette Salazar, a CRM/project management strategist, heads to Dreamforce hoping to learn from other CRE firms and industries about integrating people, process and data beyond Salesforce tools.","Headed to Dreamforce this week. 🌉 

Equal parts excited and terrified. The classic introvert-who-loves-people combo: give me a good conversation about people, process, data, and tech any day, just let me recharge. 🙃 Luckily, I did find a yoga studio close by!

Salesforce is one important piece of our stack, but it's just that, one piece. My work lives in how all the pieces fit: the processes, the data, the systems, and more importantly the people who have to actually use them.

What I keep coming back to though, is how easy it is to get dazzled by what a tool can do. And AI is changing the game entirely. It's reshaping how we use, think, plan, and learn.

Honestly, though, I'm most excited to learn from worlds outside mine. I've always enjoyed learning from other CRE firms, industries and orgs, and how they solve and think through problems.

If you'll be in SF this week, would love to connect! ✌🏽✨",https://www.linkedin.com/posts/suzanne-yvette-salazar_headed-to-dreamforce-this-week-equal-activity-7505330013198553088-f_le
2026-09-14,Garrett Cole,AI & Sports Technology | Solution Engineer | Salesforce,person,yes,36,8,0,44,"Garrett Cole, a Salesforce solution engineer, invites attendees to Agentic Enterprise City to try Marshal, the F1 fan companion agent he built offering driver stats and standings.","If you're at Dreamforce this week, put Agentic Enterprise City on your list. I built out Marshal, F1's fan companion agent — come see how Formula 1 is putting agents in front of fans and talk to it yourself. Driver stats, standings, 2026 rules, all of it. Excited for you all to see this one. 🏎️ 🏁",https://www.linkedin.com/posts/garrett-cole1_welcome-to-agentic-enterprise-city-activity-7505330905234882561-RaJW
2026-09-14,Jesus Barrios (JB),Managing Director at Vigience | Enabling the Agentic Enterprise | End-to-End Commercial Transformation,person,no,59,2,0,61,Jesus Barrios of Vigience posts that he received a nice welcome at Dreamforce (#DF26).,"Got a nice welcome! 

Vigience Salesforce #DF26",https://www.linkedin.com/posts/jbbarrioscarvallo_df26-activity-7505332066134183936-THV4
2026-09-14,Darrin Farnsworth,"Lead Enterprise Solution Engineer, Salesforce Financial Services",person,no,1,0,0,1,Darrin Farnsworth announces that Jeremy Renner will speak at Dreamforce about his accident recovery and the Rennervation Foundation supporting foster and at-risk youth.,"Blockbuster stardom. A near-fatal accident. A new sense of purpose.

Jeremy Renner is coming to Dreamforce to share his journey of resilience, recovery, and giving back through the 
Rennervation Foundation, which supports children in foster care and at-risk youth.",https://www.linkedin.com/posts/darrinfarnsworth_blockbuster-stardom-a-near-fatal-accident-activity-7505332280882720769-gOGH
2026-09-14,Slack,"1,811,558 followers",company,no,29,2,4,35,Slack's company page says it will be at Dreamforce tomorrow and notes attendees can tune in via Salesforce+ if they can't attend.,We’ll see you at Dreamforce tomorrow! 🎊 Can’t make it? Tune in on Salesforce+. https://bit.ly/4zPuDx7,https://www.linkedin.com/posts/tiny-spec-inc_well-see-you-at-dreamforce-tomorrow-activity-7505334596432191491-nLVa
2026-09-14,Bobby Sabnani,Product Management Director | The proverbial glue of the product development life cycle,person,no,52,4,0,56,"Bobby Sabnani, a product management director and 18-year San Francisco resident, says he's finally attending Dreamforce and invites connections to meet up.","18 years living in San Francisco, and finally on the other side of Dreamforce. Let me know if you’ll be attending, would love to run into you! 
#DF26",https://www.linkedin.com/posts/bsabnani_df26-activity-7505335341512343554-rkEZ
2026-09-14,Ashlyn Remillard,"40 Under 40 | Executive Strategist Advancing Culture, Influence & Innovation in Tech and Sports",person,no,15,1,1,17,Ashlyn Remillard offers brief support to anyone attending Dreamforce this week.,"If you’re at @dreamforce this week, you have my complete support! 👏 💪 ✨",https://www.linkedin.com/posts/ashlynremillard_if-youre-at-dreamforce-this-week-you-have-activity-7505335933567844354-6VhU
2026-09-14,Rey Perera,CEO + Co- founder | Entrepreneur | ☁️Salesforce ISV | 🌧️maker,person,no,70,2,3,75,"GridMate CEO Rey Perera marks seven years since co-founding with Hicham El Mansouri, invites attendees to Trailblazer Forest Sept 15–17 to see new product RevenueMate.","Dreamforce starts tomorrow.

It's hard not to look back at where it all began.

Seven years ago, Hicham El Mansouri and I started GridMate with an idea and a feeling that we were onto something.

Three Dreamforces later, we're heading back to Moscone for what feels like our biggest one yet.

Not just because of what we've built, but because of who we'll be there with. 

Seven years of growing GridMate has meant growing alongside some incredible people - our team, our families, and everyone who's been part of the journey.

For the first time, it feels like all of that is coming together in one place. And that makes this Dreamforce more meaningful to me than any we've done before.

This year, we're bringing something new with us too: RevenueMate.

But more than anything, I'm looking forward to sharing the week with the people who helped us get here.

We'll be in the Trailblazer Forest, right in front of the Redwood Theater, September 15–17.

Come see us, say hi, and get a first look at RevenueMate.

See you at Dreamforce.

#Dreamforce #DF26 #Salesforce #GridMate #RevenueMate #TrailblazerForest #BeyondTheDream

Dasun Ratnasekera Sach Cooray Eshan Abeywickrema Souhail Slaoui ☁️ Wissem REBAI Ali Akil Alexa Sawyer",https://www.linkedin.com/posts/rey-perera_dreamforce-df26-salesforce-activity-7505338203713925120-9e8f
2026-09-14,Armaan Sayyad,Applied AI Research @ Salesforce | Computer Science and Statistics at Purdue | Dean’s List,person,yes,11,1,0,12,"Salesforce AI researcher Armaan Sayyad teases a deterministic, autonomous, self-improving system his team built, set to be shown on the Dreamforce stage.","Come take a look at what we’ve been building over the last couple months 
Deterministic, autonomous, self-improving.
Excited to see the work hit the Dreamforce stage!",https://www.linkedin.com/posts/armaansayyad_this-year-at-dreamforce-were-going-back-activity-7505339812447670272-lNjP
2026-09-14,Gareth Parker,"VP Sales, Asia Pacific",person,no,21,3,0,24,"Vonage VP Gareth Parker promotes Vonage as top-rated Salesforce contact center partner (1,000+ reviews, 4.93 AppExchange rating), inviting meetings at booth 121, ANZ Lounge, and Vonage Hub, Sept 14–17.","This week, I'll be at #Dreamforce 2026 with an incredible Vonage team.
 
Come see us to understand why we’re the #1 contact center for Salesforce — with 1,000+ customer reviews and a 4.93 average rating on the AppExchange — Vonage + Salesforce truly are better together.

This year's theme, ""Experience the Agentic Enterprise. Powered by you, amplified by agents,"" couldn't be better aligned with where we are right now. 
At Dreamforce 2026, we're focusing on what matters most: driving real value through intelligent, agent-amplified customer experiences.

We're showcasing how to:

Empower Your Team — boost agent performance with real-time AI coaching and transcription, without losing the human touch.

Protect Every Connection — combine data-enriched AI with network-layer fraud prevention to keep every customer interaction secure

Go Further with Salesforce — Voice, AI, and Email and messaging seamlessly embedded directly into your Salesforce workflows.

Whether you want to optimise your contact centre or look for a proactive managed partner to better navigate Agentforce and Contact Centre — let's talk in San Francisco.

If you're coming, reach out to me WhatsApp on +61 402 938 296, or ask for me at the locations and let's arrange a time 👇

📍 Vonage sponsored ANZ Lounge at the W Hotel
📍 Vonage Booth #121 — Moscone Center, Campground
📍 The Vonage Hub — Hyatt Regency Downtown SOMA, Level 3
🗓️ September 14–17, 2026",https://www.linkedin.com/posts/gareth-parker-a903977_this-week-ill-be-at-dreamforce-2026-with-activity-7505339824489308160-YLHp
2026-09-14,Michael Andrew,"Chief Data Officer @ Salesforce delivering enterprise intelligence to humans and AI agents with trusted context, signals, and infrastructure",person,no,161,9,3,173,"Salesforce Chief Data Officer Michael Andrew argues data teams must build governed ""trusted context"" for AI agents, predicting the CDO role evolving into a Chief Intelligence Officer.","It's Dreamforce week! San Francisco is filling up with thousands of people looking for what's next in AI, and one of the biggest themes this year is Trusted Context: making sure AI agents act with the intelligence of your organization. Models on their own are brilliant. They're only brilliant for your organization when they're grounded in the truth of your business.

So who builds that trusted context? It's a team sport, but data teams have an outsized role to play. All context starts as data. It has to follow the same governance rules we've long applied to humans, now extended to agents. It has to be refined from raw material into its distilled essence, shaped for an agent to use. The skills data teams have spent years applying to align companies on the right metrics now have to be applied to align agents on the right context.

Over time, I expect the Chief Data Officer role to grow into a Chief Intelligence Officer role, accountable for grounding AI in the best truth of the business. At Salesforce, we've come to see that the value a data team provides IS the intelligence, and that intelligence is the product we deliver to the business. Every piece of intelligence, whether a metric, a fact, a memory, a model, a piece of knowledge, or an assembly of these, needs certification, lineage, quality indicators, and governance so the agent gets the distilled context it needs to do its job.

When we talk about ontology, semantics, graphs, and the rest of the buzzwords, what we're really talking about is context: how do you take the shared understanding that lives in the neural networks of the humans who run your business and codify it so the neural networks of AI can understand it?

Data teams have the chance to lead here, taking the skills they built in the digital revolution and using them to build the intelligence that fuels the agentic enterprise.

Are you seeing your data teams step into this role? What will it take to build this trusted intelligence at scale?",https://www.linkedin.com/posts/michaeldandrew_its-dreamforce-week-san-francisco-is-filling-activity-7505342210050113536-DwVS
2026-09-14,Ravi Kumar V.,Sales Support Engineer,person,no,0,0,0,0,Sales Support Engineer Ravi Kumar V. announces Jeremy Renner will speak at Dreamforce about recovery from his accident and his Rennervation Foundation for foster and at-risk youth.,"Blockbuster stardom. A near-fatal accident. A new sense of purpose.

Jeremy Renner is coming to Dreamforce to share his journey of resilience, recovery, and giving back through the 
Rennervation Foundation, which supports children in foster care and at-risk youth.",https://www.linkedin.com/posts/ravi-kumar-v-21970527_blockbuster-stardom-a-near-fatal-accident-activity-7505344448101384193-ffpq
2026-09-14,Mia Jordan,"Regional Vice President, Salesforce | Co-author, Late Night with AI | Former Federal CIO x2 | USAF Veteran | Speaker",person,no,142,6,0,148,"Salesforce RVP Mia Jordan describes her fifth Dreamforce, thanks employees, partners and customers, and notes she'll share behind-the-scenes content as part of Salesforce's Employee Creator Class.","Dreamforce #5. 💙🌉

One as a customer.
Four as a Salesforce employee.

And I still get excited when this week rolls around.

It’s noon in San Francisco, and Astro and I are kicking things off at our Employee Town Hall. Today is about getting up to speed, getting aligned, and getting ready because tomorrow, our customers arrive!!!

But before Dreamforce gets into full swing, I want to say THANK YOU.

💙 To the Salesforce employees who have been working behind the scenes for months to make this week happen.

🤝 To our partners who build, innovate, and solve alongside us.

🌟 To our Trailblazing customers who show up with the questions, the use cases, the challenges, and yes, the expectations. Keep those coming. 😂

I’ve experienced Dreamforce from both sides. I remember coming here as a customer looking for answers, ideas, and people who understood the problems we were trying to solve.

Now, four Dreamforces later as an employee, I appreciate even more what it takes to create this week for our customers.

And this year, I get a new perspective.
I’m part of Salesforce’s Employee Creator Class, so I’ll be taking you behind the scenes with me and sharing what I’m hearing, what I’m learning, and what I think you need to know.

You know I’m going to have some thoughts. 😂

For now, Astro and I are ready.

Customers and Trailblazers, safe travels. ✈️

San Francisco is waiting for you. 🌉💙

Let’s gooooooo! 🔥🔥🔥

#DF26 #Trailblazers",https://www.linkedin.com/posts/mia-jordan-07192852_df26-trailblazers-activity-7505344612366999553-6vos
2026-09-14,Martin Hampton,GTM and Salesforce Financial Services Alliance Lead,person,no,65,4,0,69,"Martin Hampton recaps Salesforce UK FINS team's third annual 'Sunday Social' with financial services clients at Delarosa, and offers info on Client Lounge and Moscone content.","Dreamforce is a fun, insightful, sociable and hectic couple of days. We always like to kick things off on a Sunday evening with our FS clients and the Salesforce UK FINS team at Delarosa in San Francisco for our annual 'Sunday Social'. This was our third and each year they produce great conversations, brilliant networking and relationships built to last the week and beyond. Thank you to all who joined us last night, it was a great success and enjoy your week at Dreamforce.

 👉 BTW - we have plenty of great content both in our Client Lounge and in the main Moscone areas running this week. Please contact me for more information on how to get involved and see summary here - https://lnkd.in/enKm5-Xb

Emma Booth James Griffin Marc Dijkstra Will Stevns Steven Gough David Allen",https://www.linkedin.com/posts/martin-hampton-0945631_dreamforce-is-a-fun-insightful-sociable-activity-7505345367413121025-v3VM
2026-09-14,Gabriela Xavier Aiello,Software Adoption | Relationship Builder | Problem Solver with a smile,person,no,1,0,0,1,Software adoption professional Gabriela Xavier Aiello shares that Jeremy Renner will speak at Dreamforce about his accident recovery and Rennervation Foundation for foster and at-risk youth.,"Blockbuster stardom. A near-fatal accident. A new sense of purpose.

Jeremy Renner is coming to Dreamforce to share his journey of resilience, recovery, and giving back through the 
Rennervation Foundation, which supports children in foster care and at-risk youth.",https://www.linkedin.com/posts/gabrielaxavier_blockbuster-stardom-a-near-fatal-accident-activity-7505347395367378944-xGVa
2026-09-14,Ajay Dagli,Client-Facing Digital Transformation | Consultative Approach | Maximizing Your Investment in Technology by Accelerating Time-to-Value from Day 1,person,no,4,0,0,4,Digital transformation consultant Ajay Dagli shares that Jeremy Renner will speak at Dreamforce about his accident recovery and Rennervation Foundation for foster and at-risk youth.,"Blockbuster stardom. A near-fatal accident. A new sense of purpose.

Jeremy Renner is coming to Dreamforce to share his journey of resilience, recovery, and giving back through the 
Rennervation Foundation, which supports children in foster care and at-risk youth.",https://www.linkedin.com/posts/activity-7505348930889613312-yJDI
2026-09-14,Paul Inboriboon,Helping customers get value from Salesforce,person,no,33,2,0,35,"Paul Inboriboon calls Dreamforce the best chance to connect with customers, coworkers and friends in the Salesforce ecosystem, using hashtag #DF26.","Dreamforce is the best opportunity to connect with customer, coworkers, and friends in the Salesforce ecosystem. Let’s do this!  #DF26",https://www.linkedin.com/posts/inboriboon_df26-activity-7505349147462541313-U7JS
2026-09-14,Joanna Iturbe,☁️ Huron Higher Education CRM Capability Lead ☁️ Salesforce MVP Hall of Fame c/o 2017 ☁️ #Soberforce Ambassador ☁️,person,yes,33,3,2,38,Huron's Joanna Iturbe announces she is running Salesforce's #DF26 social media channels for the day and invites followers to join and ask questions.,"I am in the driver’s seat of our social channels today for Salesforce #DF26 🥳 Come with me on my adventures, and please feel free to ask any questions along the way 🗣️",https://www.linkedin.com/posts/jiturbe_dreamforce-salesforce-teamhuron-activity-7505349490300690432-cXr5
2026-09-14,Shawn O'Gary,Partner Sales Manager - Enterprise Technology,person,no,7,0,0,7,"Slalom's Shawn O'Gary invites Dreamforce attendees, job-seeking or not, to meet talent acquisition at Minna Gallery or booth 122 to discuss opportunities.","Of course you’ll be networking with customers at Dreamforce, but why not chat with Slalom talent acquisition as well?

Here’s the thing: you don’t have to be looking for a job to come say hi. 👋

At Slalom, we’re big believers in building real, lasting relationships. We love getting to know people, understanding where they want to go, and finding the right opportunity when the timing is right.

So if you’re headed to Dreamforce, let us know! We can arrange a time to meet at our private space in Minna Gallery for coffee or at booth 122. You never know where a conversation today might lead tomorrow.

Curious? Check out Slalom's open roles using the link below

#hiring #DF26 #Slalom #Dreamforce",https://www.linkedin.com/posts/activity-7505350923687321600-zJg9
2026-09-14,Ben McCarthy,,person,yes,2,0,0,2,"Ben McCarthy promotes Tribal, a Salesforce partner, and its lineup of Dreamforce events without further detail.","An exciting array of events from an exciting Salesforce partner this Dreamforce, Tribal!",https://www.linkedin.com/posts/salesforceben_its-almost-time-for-dreamforce-and-we-have-activity-7505353043299917824-IHmi
2026-09-14,Ben McCarthy,,person,no,14,2,1,17,"Ben McCarthy announces Tribal's Dreamforce party at The Grand with DJ Peter McGraw, an open bar with a limit, sponsored by Copado, Sprout Social, Outreach, Synechron, introw.io and Socio.","We're back at The Grand for our annual Dreamforce bash! I'll be on the decks for a few hours, and we've got ecosystem DJ Peter McGraw joining me.

Drinks will be flowing at the open bar, but before there's another reddit thread about our party, it does have a limit  😅 so get down early! 

Thank you to our sponsors Copado, Sprout Social, Inc., Outreach, Synechron, introw.io & Socio Platforms Inc, whom this wouldn't be possible without! 

Sign up link in the comments...",https://www.linkedin.com/posts/salesforceben_were-back-at-the-grand-for-our-annual-dreamforce-activity-7505354317760155649-LcFC
2026-09-14,Kumar Vuddharaju,"AI, Agentic and Digital Transformation Leader | Former CIO ($500M+) | Former Chief Enterprise Architect | CTO | CAIO | Platforms for GenAI & Agentic AI | $500M+ P&L • $150M+ New Revenue | Leadership, Mentoring |",person,no,4,0,0,4,Kumar Vuddharaju announces Jeremy Renner will speak at Dreamforce about resilience after his accident and his Rennervation Foundation supporting foster care and at-risk youth.,"Blockbuster stardom. A near-fatal accident. A new sense of purpose.

Jeremy Renner is coming to Dreamforce to share his journey of resilience, recovery, and giving back through the 
Rennervation Foundation, which supports children in foster care and at-risk youth.",https://www.linkedin.com/posts/vuddharaju_blockbuster-stardom-a-near-fatal-accident-activity-7505354719083786242-7YeH
